iter	Passed	Remaining
165	1154076	5798193
166	1160990	5791050
167	1167251	5780673
168	1173123	5768435
169	1179650	5759469
170	1187265	5755806
171	1194606	5750780
172	1200338	5738036
173	1206756	5728626
174	1213732	5721883
175	1220143	5712491
176	1226099	5701014
177	1232149	5690037
178	1238239	5679297
179	1245738	5675029
180	1253924	5673835
181	1260168	5663836
182	1267193	5657362
183	1275433	5656270
184	1282130	5648304
185	1289058	5641363
186	1295615	5632810
187	1302967	5627710
188	1310746	5624421
189	1317494	5616686
190	1323902	5607524
191	1330678	5599938
192	1337256	5591532
193	1343700	5582591
194	1349931	5572795
195	1355519	5560398
196	1361663	5550332
197	1367294	5538232
198	1373049	5526696
199	1379532	5518131
200	1386536	5511655
201	1393580	5505333
202	1400100	5496945
203	1406249	5487130
204	1412907	5479324
205	1419628	5471772
206	1426117	5463338
207	1432318	5453828
208	1438900	5445791
209	1445133	5436454
210	1452628	5431868
211	1458633	5421714
212	1465900	5416260
213	1477600	5427074
214	1490511	5442099
215	1504100	5459327
216	1516016	5470233
217	1528672	5483586
218	1539987	5491917
219	1551775	5501750
220	1563549	5511335
221	1569957	5501922
222	1576540	5493146
223	1582320	5481609
224	1588256	5470660
225	1593385	5456993
226	1598607	5443717
227	1610379	5452690
228	1618824	5450278
229	1624243	5437684
230	1629973	5426188
231	1635758	5414923
232	1641526	5403650
233	1647044	5391608
234	1652068	5378009
235	1659251	5371476
236	1671102	5379964
237	1677717	5371514
238	1685847	5367908
239	1692448	5359419
240	1698051	5347806
241	1703950	5337166
242	1709858	5326596
243	1715799	5316165
244	1722591	5308393
245	1728955	5299318
246	1734266	5287055
247	1740031	5276225
248	1749873	5277730
249	1757812	5273436
250	1766805	5272261
251	1778569	5279244
252	1785480	5271754
253	1794336	5269981
254	1799515	5257406
255	1805072	5245990
256	1811849	5238149
257	1817881	5228169
258	1824312	5219364
259	1829953	5208329
260	1834752	5194949
261	1840611	5184621
262	1849865	5183843
263	1856754	5176405
264	1862282	5165197
265	1867691	5153704
266	1873312	5142840
267	1878793	5131629
268	1885544	5123913
269	1891751	5114734
270	1897001	5103004
271	1902472	5091910
272	1908090	5081253
273	1913964	5071307
274	1921321	5065302
275	1932692	5069815
276	1938746	5060337
277	1944346	5049706
278	1950359	5040177
279	1956103	5029981
280	1962635	5021832
281	1972924	5023260
282	1980808	5018515
283	1989343	5015386
284	1994848	5004620
285	2001715	4997289
286	2008090	4988739
287	2013862	4978714
288	2020657	4971237
289	2030533	4971305
290	2043176	4978047
291	2053320	4978598
292	2060200	4971199
293	2065792	4960713
294	2071283	4950016
295	2076203	4937996
296	2080923	4925552
297	2093657	4932039
298	2103211	4930941
299	2112350	4928818
300	2121247	4926086
301	2131827	4927203
302	2141496	4926147
303	2149753	4921804
304	2159616	4921093
305	2168996	4919227
306	2178673	4917981
307	2189313	4918848
308	2200670	4921241
309	2212876	4925433
310	2227089	4933970
311	2236431	4931617
312	2243800	4924892
313	2250080	4915781
314	2257012	4908106
315	2264389	4901399
316	2271758	4894671
317	2279099	4887878
318	2285477	4879028
319	2291402	4869230
320	2296984	4858729
321	2302452	4848021
322	2308285	4838109
323	2313562	4827061
324	2319333	4817077
325	2326372	4809740
326	2333402	4802384
327	2340026	4794199
328	2348634	4790071
329	2358488	4788445
330	2367372	4784810
331	2375674	4779971
332	2383823	4774806
333	2392062	4769800
334	2400779	4765725
335	2406930	4756552
336	2413312	4747852
337	2419169	4738137
338	2424621	4727654
339	2430519	4718067
340	2437601	4710789
341	2443847	4701905
342	2455323	4703054
343	2463226	4697315
344	2469104	4687720
345	2482659	4692657
346	2488525	4683018
347	2494487	4673580
348	2500632	4664502
349	2508153	4657999
350	2515772	4651670
351	2525951	4650046
352	2533438	4643440
353	2546677	4647326
354	2561051	4653177
355	2569629	4648430
356	2579374	4645763
357	2588606	4642138
358	2597049	4637071
359	2604633	4630459
360	2611973	4623410
361	2619737	4617106
362	2627775	4611274
363	2636244	4606185
364	2661517	4630311
365	2675887	4635280
366	2683411	4628336
367	2689911	4619630
368	2695085	4608669
369	2700126	4597512
370	2705767	4587405
371	2712480	4579133
372	2718059	4568962
373	2724122	4559627
374	2729699	4549499
375	2734685	4538414
376	2739286	4526726
377	2744958	4516836
378	2750561	4506856
379	2758598	4500870
380	2767767	4496714
381	2774254	4488192
382	2784004	4484936
383	2794080	4482170
384	2800110	4472904
385	2805521	4462669
386	2811322	4453076
387	2816320	4442237
388	2821804	4432192
389	2827580	4422625
390	2833051	4412603
391	2839261	4403752
392	2845804	4395428
393	2853040	4388178
394	2862068	4383675
395	2872502	4381291
396	2879223	4373229
397	2892073	4374442
398	2898048	4365230
399	2903173	4354760
400	2908474	4344579
401	2914739	4335855
402	2920619	4326574
403	2931100	4324098
404	2941188	4321005
405	2952875	4320216
406	2963209	4317403
407	2970161	4309646
408	2978342	4303668
409	2984681	4295029
410	2992091	4287935
411	3000691	4282540
412	3008989	4276698
413	3016985	4270419
414	3024021	4262777
415	3030617	4254520
416	3037562	4246760
417	3043717	4237902
418	3049605	4228689
419	3055469	4219457
420	3061587	4210591
421	3067174	4201011
422	3075050	4194571
423	3083700	4189177
424	3092600	4184106
425	3099475	4176288
426	3107263	4169700
427	3114938	4162955
428	3123146	4156915
429	3130250	4149401
430	3137399	4141950
431	3143376	4132957
432	3152483	4128079
433	3161707	4123332
434	3168557	4115482
435	3175128	4107276
436	3183718	4101678
437	3192573	4096407
438	3204733	4095342
439	3211222	4087010
440	3216594	4077270
441	3227679	4074762
442	3234625	4067012
443	3240930	4058461
444	3247391	4050117
445	3253883	4041818
446	3260338	4033483
447	3272136	4031739
448	3281718	4027231
449	3294713	4026872
450	3302768	4020443
451	3308672	4011398
452	3322849	4012359
453	3329661	4004394
454	3336107	3995996
455	3343133	3988299
456	3350923	3981513
457	3357433	3973207
458	3362878	3963654
459	3368854	3954742
460	3374784	3945789
461	3381044	3937233
462	3387512	3928929
463	3393574	3920163
464	3398513	3910117
465	3404151	3900894
466	3410623	3892639
467	3417336	3884664
468	3423466	3876035
469	3429898	3867758
470	3436843	3860063
471	3443204	3851719
472	3449293	3843081
473	3455796	3834913
474	3463300	3827858
475	3470988	3821003
476	3478118	3813534
477	3484985	3805778
478	3493056	3799336
479	3500011	3791679
480	3506579	3783606
481	3512833	3775203
482	3519365	3767105
483	3526673	3759842
484	3534038	3752638
485	3540582	3744566
486	3547276	3736659
487	3553531	3728295
488	3559354	3719488
489	3564571	3710064
490	3570714	3701616
491	3576595	3692907
492	3583015	3684764
493	3589245	3676434
494	3595784	3668426
495	3602382	3660485
496	3609061	3652631
497	3616016	3645061
498	3623336	3637858
499	3629991	3629991
500	3636198	3621683
501	3643071	3614042
502	3650533	3606988
503	3657237	3599185
504	3663262	3590722
505	3669367	3582346
506	3675374	3573884
507	3681488	3565536
508	3688175	3557749
509	3694357	3549480
510	3701324	3541971
511	3708878	3535024
512	3715692	3527372
513	3721950	3519198
514	3727987	3510823
515	3734282	3502698
516	3741002	3494979
517	3747207	3486784
518	3753830	3478983
519	3760237	3470988
520	3768532	3464735
521	3779722	3461125
522	3787841	3454685
523	3794582	3446987
524	3801876	3439792
525	3808701	3432176
526	3816173	3425142
527	3824427	3418806
528	3833293	3413008
529	3840187	3405448
530	3847040	3397856
531	3853285	3389732
532	3859395	3381496
533	3865024	3372849
534	3871495	3364944
535	3878167	3357219
536	3885741	3350276
537	3893606	3343580
538	3901122	3336581
539	3909456	3330277
540	3917207	3323471
541	3924374	3316168
542	3932156	3309384
543	3939874	3302541
544	3946824	3295054
545	3953812	3287601
546	3960335	3279765
547	3966110	3271317
548	3972148	3263094
549	3978482	3255122
550	3984474	3246876
551	3990704	3238832
552	3996645	3230561
553	4002497	3222227
554	4008529	3214046
555	4014348	3205702
556	4019745	3197032
557	4025188	3188411
558	4031258	3180295
559	4037124	3172026
560	4042674	3163518
561	4048845	3155506
562	4054466	3147072
563	4060306	3138818
564	4066365	3130741
565	4072293	3122571
566	4076350	3112980
567	4080570	3103532
568	4085388	3094555
569	4089073	3084739
570	4093670	3075630
571	4099101	3067159
572	4103906	3058234
573	4107838	3048674
574	4111469	3038912
575	4115592	3029533
576	4119685	3020150
577	4123384	3010499
578	4126623	3000532
579	4130329	2990928
580	4134615	2981762
581	4139411	2972979
582	4143682	2963834
583	4147471	2954363
584	4152561	2945834
585	4158015	2937574
586	4161825	2928166
587	4165594	2918750
588	4169284	2909297
589	4173728	2900387
590	4177484	2891017
591	4181201	2881638
592	4184663	2872104
593	4188146	2862604
594	4192372	2853631
595	4196122	2844351
596	4200006	2835180
597	4203941	2826061
598	4207373	2816622
599	4210617	2807078
600	4213846	2797545
601	4217494	2788310
602	4221398	2779262
603	4225067	2770077
604	4230639	2762153
605	4234331	2753014
606	4237558	2743592
607	4241528	2734669
608	4246057	2726122
609	4249774	2717069
610	4253770	2708210
611	4257343	2699100
612	4261641	2690465
613	4265931	2681839
614	4269495	2672773
615	4272960	2663663
616	4276364	2654534
617	4280142	2645654
618	4284964	2637433
619	4288539	2628459
620	4292239	2619579
621	4296082	2610802
622	4299754	2601938
623	4303566	2593174
624	4307308	2584384
625	4310849	2575491
626	4314676	2566785
627	4319010	2558394
628	4323076	2549859
629	4327020	2541265
630	4330643	2532500
631	4334089	2523647
632	4337681	2514895
633	4341498	2506290
634	4345290	2497686
635	4349125	2489122
636	4353027	2480610
637	4356930	2472114
638	4360749	2463584
639	4364540	2455053
640	4369049	2446940
641	4372982	2438516
642	4376988	2430147
643	4381390	2422010
644	4385387	2413662
645	4389152	2405200
646	4392667	2396617
647	4395811	2387848
648	4399480	2379379
649	4406491	2372726
650	4411475	2364984
651	4415710	2356851
652	4419789	2348647
653	4423619	2340324
654	4427142	2331853
655	4431437	2323802
656	4435411	2315595
657	4438952	2307175
658	4442575	2298813
659	4446833	2290792
660	4450642	2282553
661	4454452	2274327
662	4457821	2265890
663	4461580	2257667
664	4465252	2249412
665	4468708	2241064
666	4472291	2232793
667	4476341	2224768
668	4480573	2216845
669	4484852	2208957
670	4490462	2201732
671	4496571	2194755
672	4500642	2186790
673	4504256	2178616
674	4508547	2170782
675	4512354	2162726
676	4516538	2154862
677	4520910	2147099
678	4525581	2139486
679	4529942	2131737
680	4533654	2123694
681	4537457	2115705
682	4541183	2107694
683	4544752	2099622
684	4549147	2091943
685	4554053	2084508
686	4559018	2077107
687	4563202	2069359
688	4566886	2061395
689	4570529	2053426
690	4574211	2045486
691	4577773	2037505
692	4581196	2029476
693	4585542	2021867
694	4590337	2014464
695	4595124	2007065
696	4599367	1999438
697	4603418	1991736
698	4606863	1983785
699	4610952	1976122
700	4615250	1968559
701	4619362	1960925
702	4623751	1953419
703	4628091	1945902
704	4632223	1938306
705	4636719	1930871
706	4640939	1923331
707	4645233	1915830
708	4649491	1908324
709	4654522	1901143
710	4659366	1893891
711	4663544	1886377
712	4668211	1879069
713	4672533	1871630
714	4675988	1863855
715	4679810	1856237
716	4684137	1848829
717	4688862	1841586
718	4693210	1834203
719	4698294	1827114
720	4703267	1819988
721	4707783	1812692
722	4711648	1805154
723	4716469	1797991
724	4720925	1790695
725	4725446	1783433
726	4730018	1776196
727	4733785	1768667
728	4737947	1761294
729	4742428	1754048
730	4746989	1746840
731	4751260	1739532
732	4755764	1732318
733	4759939	1724991
734	4763549	1717470
735	4767741	1710168
736	4772349	1703022
737	4776494	1695720
738	4780255	1688290
739	4783834	1680806
740	4787403	1673329
741	4792137	1666268
742	4797362	1659383
743	4802377	1652430
744	4807598	1645553
745	4811734	1638311
746	4816097	1631154
747	4820311	1623955
748	4825355	1617041
749	4830448	1610149
750	4835114	1603120
751	4839669	1596061
752	4843995	1588933
753	4848316	1581811
754	4853051	1574831
755	4857727	1567837
756	4862358	1560836
757	4866662	1553736
758	4871300	1546750
759	4875499	1539631
760	4879566	1532478
761	4884315	1525547
762	4888729	1518517
763	4893652	1511651
764	4898528	1504776
765	4902450	1497615
766	4906186	1490405
767	4910469	1483370
768	4914720	1476333
769	4918856	1469268
770	4923278	1462296
771	4926874	1455087
772	4930102	1447779
773	4933507	1440533
774	4936736	1433246
775	4940207	1426039
776	4943696	1418847
777	4947860	1411857
778	4952247	1404937
779	4956635	1398025
780	4961768	1391328
781	4966443	1384507
782	4970774	1377596
783	4974770	1370599
784	4979119	1363707
785	4983553	1356845
786	4988135	1350028
787	4992212	1343082
788	4995943	1336050
789	4999855	1329075
790	5003918	1322147
791	5007992	1315230
792	5011890	1308274
793	5016504	1301511
794	5021572	1294871
795	5025452	1287930
796	5032077	1281695
797	5037585	1275178
798	5044824	1269098
799	5049872	1262468
800	5054152	1255650
801	5058951	1248968
802	5064585	1242494
803	5069773	1235914
804	5074893	1229322
805	5080977	1222964
806	5085942	1216340
807	5091098	1209765
808	5095981	1203130
809	5100619	1196441
810	5105849	1189895
811	5110731	1183272
812	5114815	1176470
813	5119182	1169739
814	5123928	1163100
815	5128607	1156450
816	5133204	1149787
817	5137950	1143162
818	5143184	1136650
819	5148157	1130083
820	5152253	1123329
821	5156654	1116647
822	5161086	1109978
823	5164872	1103176
824	5168459	1096339
825	5172077	1089517
826	5175823	1082729
827	5179922	1076022
828	5184874	1069497
829	5189808	1062972
830	5194266	1056355
831	5198967	1049791
832	5203224	1043143
833	5207405	1036485
834	5210934	1029705
835	5214172	1022876
836	5217355	1016044
837	5221255	1009359
838	5225344	1002718
839	5229205	996039
840	5232952	989345
841	5237095	982732
842	5241188	976116
843	5245239	969499
844	5249516	962928
845	5253524	956315
846	5257957	949784
847	5262294	943241
848	5266885	936748
849	5271303	930230
850	5276896	923921
851	5281677	917474
852	5286273	910999
853	5291726	904674
854	5298329	898547
855	5304285	892309
856	5309969	886027
857	5316164	879831
858	5321898	873559
859	5326515	867107
860	5330869	860616
861	5335138	854117
862	5340362	847774
863	5345357	841398
864	5349375	834873
865	5353565	828380
866	5358200	821961
867	5362852	815548
868	5367320	809112
869	5372286	802755
870	5376544	796296
871	5380735	789832
872	5385076	783395
873	5389728	777008
874	5394272	770610
875	5398845	764220
876	5403482	757843
877	5407896	751438
878	5413237	745166
879	5417905	738805
880	5422785	732476
881	5427353	726108
882	5431779	719726
883	5436934	713443
884	5442759	707251
885	5447614	700934
886	5452790	694662
887	5458236	688426
888	5463455	682163
889	5468435	675874
890	5472858	669519
891	5477742	663224
892	5482590	656928
893	5488131	650718
894	5492649	644389
895	5497483	638100
896	5502245	631807
897	5506827	625497
898	5511304	619178
899	5515922	612880
900	5520521	606583
901	5524754	600250
902	5528911	593914
903	5532765	587550
904	5536751	581205
905	5540447	574836
906	5544070	568465
907	5548290	562161
908	5552260	555836
909	5555944	549489
910	5560565	543238
911	5565157	536988
912	5570544	530818
913	5575352	524595
914	5580123	518372
915	5585031	512164
916	5590376	505999
917	5596133	499872
918	5600550	493628
919	5605607	487444
920	5610669	481262
921	5616106	475115
922	5620799	468907
923	5625645	462715
924	5631514	456609
925	5637383	450503
926	5642173	444313
927	5647435	438163
928	5652891	432029
929	5658690	425922
930	5664190	419795
931	5668781	413602
932	5672394	407342
933	5676018	401089
934	5680455	394897
935	5684752	388701
936	5688554	382474
937	5692482	376262
938	5697229	370107
939	5703232	364036
940	5709642	357990
941	5715545	351912
942	5720856	345799
943	5725591	339653
944	5731227	333563
945	5736397	327447
946	5740708	321285
947	5745275	315141
948	5749581	308986
949	5753904	302837
950	5758406	296700
951	5763101	290576
952	5768157	284473
953	5772778	278352
954	5776802	272205
955	5781078	266074
956	5785672	259962
957	5790617	253868
958	5795409	247770
959	5801651	241735
960	5810143	235791
961	5819016	229857
962	5832441	224091
963	5840127	218096
964	5847048	212069
965	5854393	206055
966	5863510	200099
967	5872204	194122
968	5879921	188108
969	5885710	182032
970	5892485	175985
971	5897927	169899
972	5903816	163826
973	5910055	157763
974	5917136	151721
975	5924180	145676
976	5932033	139648
977	5939117	133599
978	5944592	127514
979	5949889	121426
980	5955336	115342
981	5960010	109246
982	5965486	103167
983	5971067	97090
984	5976413	91011
985	5982080	84938
986	5987591	78863
987	5993986	72801
988	6000208	66736
989	6005844	60665
990	6011879	54598
991	6018780	48538
992	6024749	42470
993	6029590	36395
994	6034797	30325
995	6039768	24256
996	6045200	18190
997	6050154	12124
998	6055752	6061
999	6060853	0
