iter	Logloss
287	0.06197059857
288	0.06148289811
289	0.06100906323
290	0.0605658475
291	0.06013315441
292	0.05968124712
293	0.05923143231
294	0.0588210759
295	0.0587712642
296	0.05846096058
297	0.05811407423
298	0.05780423378
299	0.0575365608
300	0.05719793122
301	0.05687370364
302	0.05669177652
303	0.05636830509
304	0.05596808292
305	0.05563410804
306	0.05522252064
307	0.05494468126
308	0.05453091651
309	0.05432404538
310	0.05430031617
311	0.053939452
312	0.05359510324
313	0.05317658718
314	0.05280041724
315	0.0524192665
316	0.05212566508
317	0.0519891453
318	0.05168757698
319	0.05142684436
320	0.05133653003
321	0.0509851772
322	0.05063968624
323	0.05053784664
324	0.05010081408
325	0.04964185633
326	0.04937649477
327	0.04908899978
328	0.04874632298
329	0.04840519969
330	0.04810099111
331	0.04786428045
332	0.04762416379
333	0.04721638554
334	0.04690917491
335	0.0465766467
336	0.04629491272
337	0.04596793291
338	0.04569316866
339	0.04539073876
340	0.04512928547
341	0.04496403709
342	0.04465443031
343	0.04434536262
344	0.04408007526
345	0.04373565775
346	0.04344972823
347	0.04306777869
348	0.04276567276
349	0.04254104896
350	0.04225445293
351	0.04196329394
352	0.04163158991
353	0.04132475775
354	0.0409898467
355	0.04079059801
356	0.04061061244
357	0.04042742748
358	0.04020177889
359	0.03999674401
360	0.03979645685
361	0.03976589314
362	0.03952127715
363	0.03929461485
364	0.03895464782
365	0.03868071132
366	0.03844872617
367	0.03822653137
368	0.03818776446
369	0.03796809764
370	0.03767572134
371	0.03741789082
372	0.03726059546
373	0.03700077803
374	0.03681280952
375	0.03679839675
376	0.03666111127
377	0.03641695916
378	0.03619483948
379	0.03591729484
380	0.0356858596
381	0.0356408505
382	0.0354363683
383	0.03522312376
384	0.03497196699
385	0.03475423858
386	0.03458070328
387	0.03444368594
388	0.03416370495
389	0.0338889758
390	0.03377747299
391	0.03360074716
392	0.03335297237
393	0.03313998692
394	0.03299571181
395	0.03281915119
396	0.03268200531
397	0.03247046919
398	0.03231249619
399	0.03230550645
400	0.03208624434
401	0.03183429011
402	0.03162229829
403	0.03142894906
404	0.0311809406
405	0.03095386214
406	0.03075100654
407	0.03057805551
408	0.03039920049
409	0.03019879264
410	0.03002136837
411	0.0298844817
412	0.02968781728
413	0.02955089546
414	0.02932776337
415	0.02918280078
416	0.02902443158
417	0.02897127765
418	0.0288373905
419	0.02871583703
420	0.02849728896
421	0.02832519507
422	0.02817254255
423	0.02798023211
424	0.02784492876
425	0.02772030773
426	0.02755367751
427	0.02738495908
428	0.02736974603
429	0.02725773103
430	0.02724731765
431	0.0270735271
432	0.02690626875
433	0.02674664627
434	0.02662030725
435	0.02643558592
436	0.02623982377
437	0.02607083326
438	0.02590664948
439	0.02580932775
440	0.02567227145
441	0.02550040714
442	0.02532037832
443	0.02514671953
444	0.02503426872
445	0.02486859631
446	0.0247332679
447	0.02458330965
448	0.02449204551
449	0.0243548422
450	0.02418828011
451	0.02405568396
452	0.02394095021
453	0.02385737616
454	0.02369831615
455	0.02355261894
456	0.02343509341
457	0.02342326869
458	0.02336520377
459	0.02335313196
460	0.02325341808
461	0.02313381809
462	0.0230208513
463	0.02301609283
464	0.0230036567
465	0.02289494177
466	0.02275681744
467	0.0227060383
468	0.022607664
469	0.02247655389
470	0.02235699056
471	0.0222522072
472	0.0221472879
473	0.02203146718
474	0.0219144747
475	0.02175574191
476	0.02159517315
477	0.02148408912
478	0.02137992529
479	0.02123764006
480	0.02111401149
481	0.02100347477
482	0.02089944197
483	0.020767581
484	0.02067518475
485	0.02051631734
486	0.02041210743
487	0.02032888629
488	0.02029887251
489	0.02021292505
490	0.02013132468
491	0.02007149855
492	0.02006210339
493	0.02005455616
494	0.01993449732
495	0.01981876021
496	0.01971603161
497	0.01961366705
498	0.01949865684
499	0.01935270703
500	0.01928039475
501	0.01918954108
502	0.01908984451
503	0.01901846778
504	0.01894015248
505	0.01887026479
506	0.01878301971
507	0.01868271939
508	0.01859137006
509	0.01853371663
510	0.01841841318
511	0.01835644221
512	0.01828320076
513	0.01820064992
514	0.0181473868
515	0.01801663281
516	0.01795671817
517	0.01786055488
518	0.01776717511
519	0.01767059497
520	0.01755814577
521	0.01746413963
522	0.01740071856
523	0.01728580074
524	0.0171887906
525	0.01706834168
526	0.016988101
527	0.01694791251
528	0.01693933917
529	0.01686117954
530	0.01677761308
531	0.01672021958
532	0.01664320527
533	0.01663499226
534	0.01660062564
535	0.01657048714
536	0.01649607807
537	0.01644355306
538	0.01634272906
539	0.01623929498
540	0.01614791729
541	0.01607079435
542	0.01598312683
543	0.01591635428
544	0.01586028098
545	0.01579550871
546	0.01575265115
547	0.01567624091
548	0.01557682401
549	0.01547961289
550	0.01538489921
551	0.01530355055
552	0.01523653273
553	0.01517014803
554	0.01509278638
555	0.01506073973
556	0.01500202444
557	0.0149453224
558	0.01485182183
559	0.01481030195
560	0.01474824284
561	0.01466796931
562	0.01466346415
563	0.01460146515
564	0.01452080257
565	0.01451551846
566	0.01443442032
567	0.01435401219
568	0.01434994821
569	0.01431526792
570	0.0142701366
571	0.01419935699
572	0.01414829091
573	0.01412003137
574	0.01411681983
575	0.01405686425
576	0.01399746485
577	0.01399185805
578	0.01396844231
579	0.01390615719
580	0.0138406424
581	0.01375264103
582	0.01370247849
583	0.01365866135
584	0.01360730717
585	0.01355681517
586	0.01349352098
587	0.01344796721
588	0.01338156447
589	0.01331393213
590	0.01327118735
591	0.01321800225
592	0.0131747586
593	0.01311223261
594	0.01306466429
595	0.01302341863
596	0.01298783565
597	0.01291457309
598	0.01287241097
599	0.01284858894
600	0.01281542451
601	0.01277663458
602	0.0127371784
603	0.01269175463
604	0.01262852532
605	0.01261726451
606	0.01259779149
607	0.01253521106
608	0.01246945611
609	0.01238339422
610	0.0123334727
611	0.01229153612
612	0.01221690692
613	0.01213933225
614	0.01205899198
615	0.01199225739
616	0.01192978616
617	0.01188121867
618	0.01182795535
619	0.01177759432
620	0.01175867896
621	0.01172399803
622	0.01168580493
623	0.01164473076
624	0.01159914259
625	0.01155562867
626	0.01149740662
627	0.01146416274
628	0.01140094776
629	0.01135211859
630	0.01131329688
631	0.01125760084
632	0.01122062281
633	0.01117698017
634	0.0111334549
635	0.01108408439
636	0.01099874861
637	0.01096508895
638	0.0109627329
639	0.01090301186
640	0.01085619244
641	0.01080967802
642	0.01077888961
643	0.01073512429
644	0.01071564899
645	0.01069566803
646	0.01069314214
647	0.01068874897
648	0.01064720521
649	0.01060372472
650	0.01055420735
651	0.01051920109
652	0.010455334
653	0.01040237847
654	0.01035338173
655	0.01030224483
656	0.0102789288
657	0.01025402657
658	0.01021936396
659	0.01021931736
660	0.01017465525
661	0.01017463138
662	0.01013852531
663	0.01008725194
664	0.01004965368
665	0.01002633101
666	0.009974032949
667	0.009933197675
668	0.00990235343
669	0.009848833762
670	0.009793190634
671	0.009752321208
672	0.009737391529
673	0.0096956404
674	0.009655830615
675	0.009655805944
676	0.009617311651
677	0.009617275152
678	0.009572979459
679	0.009536333957
680	0.009492050245
681	0.009449490945
682	0.009404732306
683	0.009362709329
684	0.009327359533
685	0.009284715912
686	0.009261123725
687	0.009260842468
688	0.009258495785
689	0.009231255459
690	0.009228340791
691	0.009226605654
692	0.009198246515
693	0.009155237123
694	0.009116816569
695	0.009063270729
696	0.009011190322
697	0.009008672101
698	0.008979293706
699	0.008926184398
700	0.008885432604
701	0.008857435593
702	0.00882161674
703	0.008821473023
704	0.008781022168
705	0.008758328091
706	0.008713880923
707	0.008684710452
708	0.008637452975
709	0.008591383024
710	0.008557990745
711	0.00851748535
712	0.008481724787
713	0.008468148901
714	0.008435222155
715	0.008412973082
716	0.008386058151
717	0.008362104056
718	0.008334087049
719	0.008289946959
720	0.008265771546
721	0.008264729932
722	0.008240130816
723	0.008209460925
724	0.008174200414
725	0.008149589172
726	0.008110914677
727	0.00807734606
728	0.008046344185
729	0.008023288161
730	0.00799647668
731	0.00796876289
732	0.007941689624
733	0.007941606463
734	0.007920237209
735	0.0078925315
736	0.007852000453
737	0.007850176496
738	0.007849140519
739	0.007835247368
740	0.007833800261
741	0.007809045368
742	0.007773720959
743	0.007744945625
744	0.007720664836
745	0.007702829863
746	0.007677440109
747	0.007651818469
748	0.00762635828
749	0.007597081975
750	0.00756199974
751	0.00753418738
752	0.007506763708
753	0.007469231913
754	0.007446788731
755	0.007412589423
756	0.007389902365
757	0.007357926315
758	0.007332423927
759	0.007330989595
760	0.007312776751
761	0.00729577396
762	0.00727234836
763	0.007234082884
764	0.00723379091
765	0.007232571917
766	0.007232555002
767	0.007210152658
768	0.007189581253
769	0.007163131035
770	0.007144783008
771	0.007144776516
772	0.007126819176
773	0.007126786987
774	0.007110345521
775	0.007086242165
776	0.007066625144
777	0.007051277834
778	0.007026250897
779	0.007003564091
780	0.006972114487
781	0.006943488988
782	0.006918402077
783	0.00689004377
784	0.006862786039
785	0.006834661135
786	0.006806565043
787	0.006791277149
788	0.006761688239
789	0.006742277258
790	0.006702482132
791	0.00667413749
792	0.006654483
793	0.00663297784
794	0.006621402576
795	0.006619904858
796	0.006588029103
797	0.006558924518
798	0.006539690211
799	0.006538087307
800	0.006512224456
801	0.006483764892
802	0.006455293199
803	0.006431731012
804	0.006409450595
805	0.006387085419
806	0.006367265919
807	0.006333208673
808	0.006333163718
809	0.006306681738
810	0.006286952552
811	0.006286915103
812	0.00628660329
813	0.006260567935
814	0.006236122164
815	0.006221887945
816	0.006196362335
817	0.00616727363
818	0.006149246343
819	0.006149207934
820	0.006149181145
821	0.006124427904
822	0.006122905768
823	0.006121878867
824	0.006121821841
825	0.006121811656
826	0.006101859867
827	0.006084560923
828	0.006061282304
829	0.0060383984
830	0.006011104986
831	0.005989468847
832	0.005963308396
833	0.005948036913
834	0.005947998734
835	0.005948004586
836	0.005947686724
837	0.005921184346
838	0.005897935011
839	0.005889603975
840	0.005875919509
841	0.005863245786
842	0.005840308503
843	0.005822480629
844	0.005807486587
845	0.005807477717
846	0.005807436809
847	0.00578891574
848	0.005773425467
849	0.005773301801
850	0.005744609802
851	0.005744602251
852	0.005734528798
853	0.005711075944
854	0.005692212823
855	0.005666931575
856	0.005644638615
857	0.005619341876
858	0.005601121551
859	0.005601103258
860	0.005590862628
861	0.005572592961
862	0.005544987388
863	0.005544907222
864	0.005544910328
865	0.00552832867
866	0.005527771918
867	0.005527473911
868	0.005527438983
869	0.005513455184
870	0.005513280699
871	0.005513239429
872	0.005513230187
873	0.005494199242
874	0.005494203204
875	0.005494163221
876	0.005494134444
877	0.005494116726
878	0.005482392073
879	0.005482388093
880	0.005482384106
881	0.005482365551
882	0.005464487879
883	0.005438386111
884	0.005423317524
885	0.005407161866
886	0.005385362894
887	0.005370044254
888	0.005350188384
889	0.005350164441
890	0.005350149241
891	0.00534996818
892	0.005331056889
893	0.00533082749
894	0.005330830935
895	0.005315320294
896	0.005291420249
897	0.005269029384
898	0.005248975161
899	0.005223480302
900	0.005200417628
901	0.005181131445
902	0.005166772674
903	0.005166706545
904	0.005152254637
905	0.005152112108
906	0.005127925083
907	0.005110173246
908	0.005110152279
909	0.005095953473
910	0.00509593236
911	0.005095890983
912	0.005095857735
913	0.005078585632
914	0.005078544931
915	0.005078491802
916	0.005078452782
917	0.005078141809
918	0.005061568802
919	0.005045719319
920	0.005028034926
921	0.005028014225
922	0.005028006612
923	0.005014350746
924	0.004997853154
925	0.004997820292
926	0.00499781144
927	0.004997783634
928	0.004997458839
929	0.004977381544
930	0.004977283493
931	0.004976497851
932	0.004976420353
933	0.004976416455
934	0.004962421654
935	0.004947023654
936	0.004946755836
937	0.004946753623
938	0.004927088672
939	0.004910975239
940	0.004890735247
941	0.004870785301
942	0.004870748231
943	0.004855846643
944	0.004836796548
945	0.0048366849
946	0.004836665813
947	0.004826405335
948	0.004826320416
949	0.004826282481
950	0.004809607462
951	0.004809542613
952	0.00479573954
953	0.004795634372
954	0.004782180162
955	0.004770112295
956	0.004770106361
957	0.004770091551
958	0.00475896756
959	0.004748471435
960	0.004747910666
961	0.004731244054
962	0.004731248221
963	0.004731211873
964	0.004731153032
965	0.004731154314
966	0.004731152604
967	0.00473113154
968	0.004731016499
969	0.004730835894
970	0.004730229696
971	0.004730206413
972	0.004714090684
973	0.004698389834
974	0.004698350666
975	0.004682898589
976	0.004670081186
977	0.00467004634
978	0.004670039536
979	0.004658476187
980	0.004658413139
981	0.004657805818
982	0.004657806849
983	0.00465777186
984	0.004642463131
985	0.004642391044
986	0.004631960572
987	0.004616574904
988	0.004603772962
989	0.004583409592
990	0.004556899782
991	0.004539395666
992	0.00453937877
993	0.004539382376
994	0.004539370886
995	0.004539330408
996	0.004539322453
997	0.004539315337
998	0.004539308131
999	0.004539269343
