iter	Logloss
0	0.6442818411
1	0.6056386995
2	0.5777395683
3	0.5555178832
4	0.5330846864
5	0.5143749643
6	0.4982938783
7	0.4840196904
8	0.4712347296
9	0.4617716592
10	0.4511132683
11	0.4418318273
12	0.4338094585
13	0.4257437236
14	0.4188046289
15	0.4123710543
16	0.4069995348
17	0.4014715594
18	0.3954461533
19	0.3911135073
20	0.3872565435
21	0.3840647112
22	0.3800249373
23	0.3765357655
24	0.3729751841
25	0.3694722214
26	0.3663382423
27	0.3637477739
28	0.3606570659
29	0.3579019538
30	0.3551432908
31	0.3525376703
32	0.3503132615
33	0.3473758333
34	0.3449326625
35	0.3426278718
36	0.3400128906
37	0.3371500698
38	0.334384523
39	0.331608375
40	0.3297666355
41	0.3273327746
42	0.3249972481
43	0.3227036013
44	0.320897588
45	0.3187692283
46	0.3168537529
47	0.3149698505
48	0.3121357543
49	0.3101994968
50	0.3084451933
51	0.3064411485
52	0.3046896126
53	0.3030855876
54	0.300801708
55	0.2991893776
56	0.2969986064
57	0.2950133958
58	0.2933023119
59	0.2914821636
60	0.2899047654
61	0.2875523735
62	0.2861473003
63	0.2845491677
64	0.2825471187
65	0.280737546
66	0.2792180502
67	0.2777141144
68	0.2760520051
69	0.2740731901
70	0.2728213656
71	0.2714323321
72	0.2695486531
73	0.2676061215
74	0.2658164502
75	0.2642408764
76	0.262188287
77	0.2607135951
78	0.2589926006
79	0.2575737941
80	0.2563464993
81	0.2543042647
82	0.2526935206
83	0.2513719249
84	0.2503862758
85	0.248840083
86	0.2465798324
87	0.244720038
88	0.2429391566
89	0.2416008433
90	0.2401391079
91	0.2385124081
92	0.2369096025
93	0.2360244657
94	0.2345317106
95	0.2329777602
96	0.2320356758
97	0.2307748869
98	0.2292136941
99	0.2270383068
100	0.2250332495
101	0.222737332
102	0.2207289984
103	0.2190294597
104	0.2181875085
105	0.2165829709
106	0.2148472725
107	0.2126579108
108	0.2105699525
109	0.2086241521
110	0.2069998456
111	0.2051605513
112	0.2032215684
113	0.2013257657
114	0.19977704
115	0.1986253868
116	0.1970846379
117	0.1950678724
118	0.1934622816
119	0.1915227775
120	0.1897392297
121	0.1894188996
122	0.187685627
123	0.1861616248
124	0.1845094688
125	0.1831419849
126	0.1819619378
127	0.1807859314
128	0.180419501
129	0.178843711
130	0.1770791166
131	0.1754727993
132	0.1737644102
133	0.1726588933
134	0.1713893348
135	0.1697534564
136	0.1684682185
137	0.1670989172
138	0.1661463003
139	0.1653490321
140	0.1638558186
141	0.1629054672
142	0.1620359873
143	0.1609735173
144	0.1600618293
145	0.1589252014
146	0.1575792721
147	0.1563768047
148	0.1553315002
149	0.1540742889
150	0.1526101288
151	0.1517723476
152	0.1505693941
153	0.1492353822
154	0.1477033766
155	0.146689137
156	0.1458386837
157	0.1457114147
158	0.1444049192
159	0.1435674909
160	0.1423116474
161	0.1421024501
162	0.1410814887
163	0.1398373209
164	0.138836346
165	0.1377053366
166	0.1362934843
167	0.136070176
168	0.1351444749
169	0.1340539415
170	0.1330407384
171	0.1325221658
172	0.1316921217
173	0.1305203088
174	0.1294431701
175	0.1285603339
176	0.1275413522
177	0.126938405
178	0.1262115086
179	0.125323081
180	0.1247467165
181	0.1236625057
182	0.1227174867
183	0.122202832
184	0.1211863087
185	0.1203510172
186	0.1194794581
187	0.1186979655
188	0.1185544669
189	0.117893202
190	0.1172553976
191	0.116293963
192	0.1153284121
193	0.1144278383
194	0.1143185694
195	0.1135811665
196	0.1129449619
197	0.1128288116
198	0.1119028898
199	0.1110488534
200	0.1103100765
201	0.1094600586
202	0.108868679
203	0.1081691415
204	0.1073978612
205	0.1064903324
206	0.1059818722
207	0.1052540785
208	0.1044472848
209	0.1039095774
210	0.1031816447
211	0.1021155933
212	0.101421922
213	0.1004482423
214	0.09958673544
215	0.09878793885
216	0.0979698651
217	0.09720948175
218	0.0965732786
219	0.09606094382
220	0.09534140754
221	0.09457724965
222	0.09382746782
223	0.09327137684
224	0.09260259685
225	0.0922641023
226	0.09213755021
227	0.09149258257
228	0.09088579169
229	0.0902926577
230	0.08962787269
231	0.08883588579
232	0.08813919065
233	0.08761782498
234	0.08695146259
235	0.08625328814
236	0.08565802619
237	0.08524386288
238	0.08465058806
239	0.08412905875
240	0.08340526945
241	0.08284374583
242	0.08224834801
243	0.08174946891
244	0.08127166643
245	0.08076030934
246	0.08048130829
247	0.07992239412
248	0.07939275243
249	0.07867973317
250	0.07800018469
251	0.07740759128
252	0.07694409425
253	0.07684900356
254	0.07634069578
255	0.07580028071
256	0.07572182128
257	0.07525493832
258	0.07481104601
259	0.07478170195
260	0.07436942158
261	0.07392384234
262	0.07339292305
263	0.07281024704
264	0.07225947547
265	0.07165554509
266	0.07115906256
267	0.07063001231
268	0.07010989559
269	0.06979228437
270	0.06927374235
271	0.0688306247
272	0.06837040462
273	0.06786012904
274	0.06748364639
275	0.06697855316
276	0.06651328323
277	0.06594027917
278	0.06547495816
279	0.06503632029
280	0.0646929222
281	0.06422251831
282	0.06381858166
283	0.06346863258
284	0.06311463045
285	0.06264274642
286	0.0624069495
